cust_id,age,gender,city,loyalty_segment,preferred_channel,registration_date
2753,25,Male,Abu Dhabi,Silver,Amazon.ae,2023-07-25
2756,50,Male,Dubai,Silver,Store,2022-12-22
2757,25,Male,Dubai,Silver,Amazon.ae,2022-05-11
2758,35,Male,Dubai,Silver,Website,2025-03-25
2760,20,Female,Abu Dhabi,Silver,Store,2023-06-07
2761,20,Male,Dubai,Silver,Store,2023-03-19
2762,25,Male,Sharjah,Silver,Store,2021-11-28
2763,25,Male,Dubai,Silver,Store,2022-12-14
2764,40,Male,Dubai,Gold,Store,2022-07-30
2765,20,Male,Dubai,Silver,Store,2021-12-16
2774,20,Male,Dubai,Gold,Store,2022-06-17
2776,50,Male,Sharjah,Gold,Store,2025-02-18
2777,25,Female,Abu Dhabi,Gold,Website,2024-03-23
2778,35,Male,Sharjah,Silver,Store,2023-07-03
2779,35,Female,Sharjah,Silver,Website,2023-12-28
2780,50,Male,Sharjah,Gold,Store,2025-02-24
2781,40,Female,Dubai,Silver,MobileApp,2023-12-01
2784,45,Male,Abu Dhabi,Gold,Website,2025-07-28
2785,25,Male,Sharjah,Silver,Website,2022-12-12
2789,40,Female,Dubai,Gold,Store,2022-04-08
2792,30,Female,Dubai,Platinum,Website,2021-09-12
2795,20,Female,Dubai,Silver,Store,2021-10-27
2796,18,Male,Dubai,Gold,Store,2023-08-16
2800,35,Male,Sharjah,Silver,MobileApp,2021-04-09
2802,20,Male,Abu Dhabi,Gold,Store,2025-06-14
2804,30,Male,Sharjah,Platinum,Website,2021-08-18
2805,25,Female,Sharjah,Silver,Store,2022-10-13
2806,50,Male,Dubai,Gold,Store,2024-07-01
2807,40,Male,Sharjah,Silver,Store,2024-11-28
2808,60,Female,Dubai,Silver,Website,2025-02-26
2810,55,Female,Dubai,Gold,MobileApp,2024-03-31
2811,25,Male,Dubai,Platinum,Website,2024-12-26
2812,25,Female,Dubai,Silver,Store,2024-03-25
2813,18,Male,Dubai,Silver,Store,2024-09-08
2814,18,Male,Dubai,Gold,Store,2022-09-21
2815,35,Male,Sharjah,Gold,Store,2024-04-29
2817,20,Female,Dubai,Silver,Website,2023-08-06
2819,25,Female,Abu Dhabi,Silver,Store,2023-04-25
2820,30,Female,Dubai,Silver,Amazon.ae,2025-03-28
2822,40,Male,Dubai,Silver,Store,2023-04-13
2825,25,Male,Dubai,Platinum,Store,2023-02-01
2828,25,Male,Dubai,Gold,MobileApp,2021-11-15
2834,20,Male,Dubai,Gold,Noon,2022-05-02
2836,40,Male,Dubai,Silver,Store,2024-08-21
2837,40,Female,Abu Dhabi,Silver,Website,2022-06-01
2840,25,Male,Abu Dhabi,Platinum,Website,2022-09-16
2841,50,Male,Sharjah,Silver,Store,2023-11-14
2845,30,Female,Dubai,Platinum,Amazon.ae,2024-09-06
2850,35,Female,Dubai,Gold,Store,2021-08-04
2851,55,Female,Abu Dhabi,Gold,Store,2023-01-26
2852,30,Female,Dubai,Gold,MobileApp,2022-06-27
2854,18,Male,Dubai,Gold,Store,2023-11-01
2856,20,Male,Abu Dhabi,Silver,Store,2023-09-21
2857,35,Male,Sharjah,Silver,Website,2024-03-25
2859,35,Male,Dubai,Silver,Store,2021-07-27
2860,18,Male,Sharjah,Gold,Amazon.ae,2021-01-24
2864,40,Female,Dubai,Silver,Store,2021-11-28
2865,40,Male,Dubai,Silver,Store,2025-05-05
2868,25,Female,Sharjah,Silver,Store,2025-03-15
2873,35,Female,Abu Dhabi,Silver,Store,2021-06-30
2874,18,Male,Dubai,Silver,Store,2024-08-09
2875,25,Female,Abu Dhabi,Silver,Store,2024-01-12
2880,25,Male,Dubai,Platinum,Website,2022-06-27
2881,20,Male,Abu Dhabi,Silver,Store,2021-07-12
2882,45,Male,Dubai,Platinum,MobileApp,2022-05-03
2884,20,Male,Sharjah,Silver,Website,2024-10-04
2885,30,Female,Dubai,Silver,Website,2024-01-18
2887,55,Male,Abu Dhabi,Gold,Store,2024-02-21
2889,45,Female,Dubai,Gold,Store,2023-12-07
2890,50,Female,Sharjah,Gold,Amazon.ae,2024-12-27
2892,35,Female,Dubai,Gold,Store,2023-10-24
2894,25,Male,Abu Dhabi,Silver,Store,2024-08-30
2895,40,Male,Abu Dhabi,Silver,MobileApp,2021-11-23
2896,30,Female,Sharjah,Silver,Store,2023-09-15
2900,40,Male,Abu Dhabi,Gold,Store,2023-03-31
2901,20,Male,Abu Dhabi,Gold,Website,2022-05-03
2902,40,Female,Dubai,Silver,Website,2021-03-08
2903,30,Male,Sharjah,Silver,Website,2021-03-30
2905,25,Male,Dubai,Silver,Website,2021-07-21
2907,50,Female,Abu Dhabi,Platinum,Store,2023-07-29
2909,40,Female,Abu Dhabi,Silver,Store,2021-12-05
2910,30,Female,Dubai,Silver,Store,2021-03-20
2911,30,Female,Sharjah,Gold,Website,2025-06-09
2914,25,Female,Dubai,Silver,MobileApp,2021-06-14
2915,18,Female,Sharjah,Silver,Noon,2025-04-13
2916,25,Female,Dubai,Silver,Amazon.ae,2023-01-19
2917,18,Female,Abu Dhabi,Platinum,Store,2025-09-17
2918,55,Male,Sharjah,Gold,Store,2023-07-26
2919,55,Male,Dubai,Gold,Store,2021-06-04
2920,25,Male,Abu Dhabi,Silver,Store,2024-02-21
2923,35,Male,Sharjah,Silver,Store,2023-11-30
2926,25,Male,Dubai,Silver,Store,2023-03-03
2928,25,Female,Dubai,Silver,Amazon.ae,2025-01-03
2929,60,Male,Abu Dhabi,Silver,Website,2024-11-23
2930,18,Female,Dubai,Silver,Store,2025-02-25
2931,35,Female,Dubai,Gold,Store,2023-09-30
2932,35,Male,Dubai,Silver,Store,2021-12-20
2934,20,Female,Abu Dhabi,Gold,MobileApp,2022-05-13
2937,35,Male,Dubai,Silver,Store,2025-04-12
2941,25,Male,Abu Dhabi,Gold,Website,2022-01-12
2942,20,Female,Abu Dhabi,Platinum,Store,2024-08-11
2944,25,Male,Sharjah,Silver,Store,2024-07-01
2948,25,Female,Dubai,Platinum,Store,2022-06-05
2950,18,Female,Sharjah,Platinum,MobileApp,2022-05-28
2951,35,Female,Dubai,Silver,Website,2022-05-31
2952,35,Female,Dubai,Gold,MobileApp,2025-03-20
2956,40,Female,Abu Dhabi,Silver,MobileApp,2024-03-31
2957,55,Male,Sharjah,Gold,Website,2022-10-29
2959,20,Male,Sharjah,Silver,Website,2021-12-31
2960,45,Male,Abu Dhabi,Platinum,Website,2025-04-17
2961,50,Female,Dubai,Silver,Website,2024-12-19
2963,18,Female,Abu Dhabi,Silver,Website,2025-05-18
2964,18,Female,Dubai,Gold,Website,2021-12-30
2965,30,Male,Dubai,Gold,Website,2021-04-18
2966,25,Male,Abu Dhabi,Silver,Store,2023-11-04
2967,18,Male,Sharjah,Gold,Store,2023-11-13
2968,30,Male,Dubai,Silver,Store,2022-09-15
2970,40,Female,Abu Dhabi,Silver,Website,2022-05-25
2977,25,Male,Abu Dhabi,Gold,Store,2025-01-13
2980,50,Female,Dubai,Gold,MobileApp,2025-06-06
2982,30,Female,Dubai,Gold,Noon,2023-01-08
2983,18,Female,Dubai,Silver,Website,2023-09-16
2984,25,Male,Dubai,Silver,MobileApp,2023-10-18
2987,20,Female,Dubai,Silver,MobileApp,2021-09-16
2988,20,Female,Dubai,Silver,Website,2025-06-03
2990,50,Female,Dubai,Gold,Store,2021-08-11
2994,45,Female,Dubai,Silver,Store,2021-05-30
2995,18,Male,Dubai,Silver,Store,2023-06-29
2997,40,Male,Dubai,Gold,Store,2023-09-05
2998,18,Male,Dubai,Silver,Noon,2024-03-05
2999,30,Male,Sharjah,Gold,Store,2022-09-27
3001,25,Male,Sharjah,Silver,Store,2022-09-14
3002,25,Female,Dubai,Silver,Store,2021-05-23
3006,40,Male,Dubai,Silver,Website,2023-04-24
3008,20,Male,Dubai,Silver,Amazon.ae,2024-11-27
3010,25,Male,Sharjah,Silver,Store,2025-09-29
3011,25,Male,Dubai,Gold,Website,2023-11-17
3012,25,Female,Abu Dhabi,Gold,Website,2021-10-26
3013,35,Male,Abu Dhabi,Silver,Store,2022-11-23
3015,18,Male,Sharjah,Gold,Website,2025-08-05
3017,35,Male,Dubai,Silver,Store,2022-03-21
3019,35,Male,Dubai,Silver,Amazon.ae,2024-02-24
3020,25,Male,Dubai,Silver,Store,2021-02-27
3021,45,Male,Sharjah,Silver,Store,2021-06-26
3022,45,Female,Dubai,Silver,MobileApp,2022-12-20
3024,20,Female,Dubai,Silver,Store,2022-10-28
3026,20,Female,Dubai,Gold,Store,2025-01-14
3029,35,Male,Abu Dhabi,Silver,Store,2024-06-27
3031,25,Female,Abu Dhabi,Silver,Noon,2024-10-25
3033,35,Female,Dubai,Silver,Store,2021-03-31
3034,25,Male,Dubai,Silver,Noon,2021-05-11
3036,25,Female,Sharjah,Silver,Store,2023-11-19
3037,18,Male,Sharjah,Platinum,Store,2025-04-17
3038,60,Female,Dubai,Silver,Store,2022-10-24
3039,20,Male,Abu Dhabi,Silver,Store,2024-01-15
3040,60,Female,Abu Dhabi,Silver,Website,2021-02-27
3041,55,Male,Dubai,Gold,Store,2023-12-17
3043,35,Female,Abu Dhabi,Platinum,Website,2024-11-18
3047,30,Female,Abu Dhabi,Silver,Noon,2021-03-17
3048,35,Male,Dubai,Silver,Website,2022-01-06
3050,25,Male,Dubai,Silver,Store,2023-05-01
3051,25,Male,Dubai,Silver,Store,2025-10-27
3053,45,Female,Sharjah,Silver,Store,2021-07-02
3058,30,Male,Abu Dhabi,Platinum,Store,2024-09-25
3059,40,Female,Dubai,Silver,Store,2023-11-13
3060,18,Female,Sharjah,Platinum,Amazon.ae,2024-12-26
3062,18,Male,Sharjah,Silver,Store,2022-08-29
3064,60,Male,Sharjah,Platinum,Store,2023-05-29
3066,20,Female,Sharjah,Gold,MobileApp,2021-12-05
3070,20,Male,Sharjah,Silver,MobileApp,2022-02-11
3074,40,Male,Dubai,Silver,Website,2025-10-26
3079,35,Male,Dubai,Silver,Website,2024-06-24
3080,30,Female,Abu Dhabi,Gold,Store,2024-01-08
3082,25,Female,Dubai,Silver,Store,2023-03-22
3083,40,Female,Dubai,Silver,MobileApp,2025-09-12
3084,20,Male,Abu Dhabi,Gold,Store,2022-04-18
3085,35,Male,Dubai,Silver,MobileApp,2021-03-18
3087,35,Male,Sharjah,Silver,Store,2023-10-23
3088,35,Female,Dubai,Gold,Store,2021-01-17
3089,20,Male,Dubai,Platinum,Noon,2021-12-10
3090,18,Male,Dubai,Gold,Store,2023-11-02
3096,25,Male,Dubai,Gold,Website,2023-09-13
3098,50,Female,Sharjah,Silver,Website,2021-06-23
3099,25,Male,Abu Dhabi,Silver,MobileApp,2025-02-19
3100,30,Female,Abu Dhabi,Silver,MobileApp,2023-04-26
3102,18,Male,Sharjah,Gold,Amazon.ae,2023-10-06
3103,25,Female,Abu Dhabi,Silver,Store,2021-10-08
3106,25,Female,Abu Dhabi,Silver,Website,2021-08-25
3107,30,Male,Dubai,Silver,Store,2021-06-06
3108,20,Female,Dubai,Silver,Website,2024-06-28
3110,35,Male,Dubai,Silver,MobileApp,2024-05-29
3111,55,Male,Abu Dhabi,Silver,MobileApp,2021-12-04
3112,18,Female,Dubai,Silver,Website,2024-05-31
3114,30,Female,Dubai,Gold,Website,2021-12-03
3115,30,Female,Sharjah,Silver,MobileApp,2024-03-03
3117,18,Male,Dubai,Silver,Website,2022-05-10
3118,18,Male,Abu Dhabi,Silver,Noon,2022-07-01
3119,35,Male,Dubai,Silver,Store,2024-04-21
3121,50,Female,Dubai,Silver,Store,2022-08-28
3123,20,Female,Sharjah,Silver,Amazon.ae,2024-05-05
3124,35,Female,Dubai,Gold,Website,2025-10-08
3125,25,Female,Abu Dhabi,Silver,Store,2025-02-16
3127,35,Female,Abu Dhabi,Silver,Website,2023-09-15
3128,50,Female,Dubai,Platinum,Website,2025-02-21
3130,35,Female,Abu Dhabi,Silver,Website,2025-04-03
3134,18,Female,Dubai,Silver,Noon,2024-07-23
3135,25,Male,Dubai,Silver,Store,2022-12-12
3139,30,Female,Abu Dhabi,Silver,Store,2023-11-08
3140,18,Female,Dubai,Gold,Store,2021-03-13
3146,20,Male,Abu Dhabi,Gold,Amazon.ae,2021-05-31
3147,18,Female,Abu Dhabi,Gold,Website,2024-07-08
3149,50,Female,Abu Dhabi,Silver,Store,2024-02-04
3152,25,Male,Dubai,Gold,Store,2022-12-21
3155,20,Male,Abu Dhabi,Silver,Website,2022-02-10
3156,18,Male,Sharjah,Gold,Store,2023-11-23
3159,25,Male,Abu Dhabi,Platinum,MobileApp,2023-07-06
3162,45,Female,Abu Dhabi,Silver,Store,2021-05-13
3163,55,Female,Sharjah,Silver,Amazon.ae,2021-09-21
3164,30,Male,Dubai,Silver,Store,2025-06-09
3167,30,Female,Abu Dhabi,Silver,MobileApp,2021-01-05
3168,25,Male,Dubai,Silver,Store,2021-09-26
3172,18,Male,Sharjah,Silver,MobileApp,2024-12-15
3173,25,Male,Dubai,Silver,Noon,2024-10-01
3174,18,Male,Dubai,Gold,Website,2021-03-10
3175,20,Male,Abu Dhabi,Gold,Website,2023-03-11
3176,60,Female,Dubai,Platinum,Website,2021-12-24
3182,40,Female,Abu Dhabi,Silver,Amazon.ae,2024-04-17
3183,25,Female,Dubai,Gold,Amazon.ae,2021-09-13
3184,25,Male,Dubai,Silver,Website,2022-02-23
3185,25,Male,Dubai,Gold,Store,2021-07-30
3186,35,Male,Dubai,Silver,Website,2023-06-30
3187,35,Male,Sharjah,Platinum,Store,2025-10-29
3188,25,Female,Dubai,Platinum,Store,2022-08-07
3190,35,Female,Dubai,Gold,Noon,2022-07-31
3191,20,Female,Dubai,Gold,Store,2021-06-15
3192,30,Male,Sharjah,Silver,Website,2021-08-02
3194,35,Female,Abu Dhabi,Gold,Website,2024-04-11
3195,40,Female,Dubai,Gold,Website,2024-02-27
3196,45,Male,Dubai,Platinum,MobileApp,2021-01-03
3197,30,Female,Dubai,Silver,Store,2023-06-14
3199,35,Female,Dubai,Gold,Noon,2023-12-30
3200,20,Male,Dubai,Platinum,Store,2021-02-21
3201,18,Female,Dubai,Silver,Website,2022-03-13
3203,25,Female,Abu Dhabi,Silver,Store,2023-10-19
3204,35,Female,Abu Dhabi,Silver,Noon,2021-04-04
3205,40,Female,Dubai,Silver,MobileApp,2025-05-02
3208,55,Male,Sharjah,Silver,MobileApp,2021-03-27
3213,18,Female,Sharjah,Silver,Store,2023-04-09
3216,30,Female,Sharjah,Gold,Amazon.ae,2024-10-25
3218,20,Male,Sharjah,Silver,Store,2024-08-19
3223,35,Female,Dubai,Gold,Amazon.ae,2022-06-27
3225,25,Male,Abu Dhabi,Silver,MobileApp,2025-05-19
3232,35,Female,Dubai,Silver,Website,2023-05-28
3233,30,Male,Dubai,Silver,Store,2024-07-27
3234,20,Female,Dubai,Gold,Store,2025-10-07
3235,35,Male,Dubai,Silver,Store,2024-01-18
3236,30,Male,Abu Dhabi,Silver,Store,2024-12-19
3237,25,Female,Dubai,Silver,Store,2024-08-01
3239,18,Female,Sharjah,Gold,Store,2024-02-28
3240,25,Male,Sharjah,Silver,Noon,2021-09-05
3242,40,Male,Dubai,Silver,Store,2023-06-20
3244,25,Female,Dubai,Platinum,Website,2021-04-01
3245,35,Male,Sharjah,Gold,Website,2022-07-22
3246,25,Female,Sharjah,Silver,Website,2025-10-28
3248,30,Female,Dubai,Gold,Store,2022-07-02
3249,25,Male,Abu Dhabi,Platinum,Store,2024-09-15
3250,50,Female,Dubai,Platinum,Website,2025-04-14
3251,25,Male,Dubai,Gold,Website,2021-03-21
3252,20,Male,Abu Dhabi,Silver,MobileApp,2023-07-23
3253,30,Male,Dubai,Platinum,Store,2023-09-08
3256,18,Female,Sharjah,Silver,Noon,2025-04-18
3257,25,Male,Dubai,Silver,Store,2024-01-22
3258,30,Male,Sharjah,Silver,Amazon.ae,2022-09-16
3263,25,Female,Dubai,Silver,Noon,2024-06-24
3265,20,Male,Dubai,Silver,Website,2025-01-11
3273,40,Male,Sharjah,Gold,Store,2024-08-18
3275,35,Male,Abu Dhabi,Silver,MobileApp,2025-03-18
3276,55,Male,Dubai,Platinum,Store,2024-10-15
3278,30,Male,Dubai,Silver,Store,2024-10-12
3279,35,Female,Dubai,Silver,Store,2025-01-29
3280,30,Male,Dubai,Silver,MobileApp,2024-04-10
3281,25,Male,Dubai,Platinum,Website,2024-01-17
3282,25,Male,Dubai,Silver,Store,2025-03-04
3287,20,Female,Abu Dhabi,Silver,Website,2025-04-24
3289,30,Female,Dubai,Gold,Store,2024-09-07
3292,30,Female,Sharjah,Silver,Website,2022-09-05
3293,25,Male,Abu Dhabi,Gold,Store,2024-03-10
3294,40,Male,Dubai,Gold,Store,2022-08-28
3296,18,Male,Dubai,Platinum,Store,2022-09-13
3299,25,Female,Abu Dhabi,Platinum,Store,2021-05-16
3300,25,Female,Abu Dhabi,Silver,MobileApp,2021-11-26
3303,25,Female,Abu Dhabi,Silver,Website,2022-01-30
3304,30,Male,Abu Dhabi,Gold,MobileApp,2021-06-05
3306,50,Male,Abu Dhabi,Gold,Website,2024-07-29
3308,30,Male,Dubai,Silver,Store,2022-06-22
3310,18,Male,Abu Dhabi,Silver,Store,2023-12-06
3312,35,Female,Dubai,Silver,Website,2021-09-01
3313,40,Male,Dubai,Gold,MobileApp,2022-07-01
3314,40,Male,Dubai,Silver,Store,2022-03-26
3317,20,Female,Abu Dhabi,Silver,Store,2022-02-10
3318,45,Male,Dubai,Silver,Store,2023-02-10
3321,35,Female,Dubai,Silver,Website,2025-03-24
3322,18,Male,Dubai,Platinum,Store,2023-02-11
3323,25,Female,Sharjah,Platinum,Store,2024-07-18
3325,30,Male,Dubai,Silver,Website,2021-08-26
3327,35,Female,Abu Dhabi,Silver,Store,2024-10-31
3329,40,Male,Sharjah,Silver,MobileApp,2025-08-20
3331,18,Female,Dubai,Silver,MobileApp,2023-01-16
3334,40,Female,Dubai,Silver,Store,2022-12-25
3335,25,Female,Dubai,Silver,Store,2024-12-12
3336,20,Female,Dubai,Gold,Store,2024-03-23
3340,18,Male,Sharjah,Platinum,Website,2025-04-03
3341,30,Female,Abu Dhabi,Silver,Store,2022-12-04
3342,50,Female,Sharjah,Gold,Store,2023-03-31
3344,20,Male,Dubai,Silver,Website,2025-10-18
3345,25,Female,Dubai,Gold,MobileApp,2023-12-02
3348,40,Female,Sharjah,Gold,Store,2023-01-12
3349,30,Male,Sharjah,Silver,Website,2022-11-25
3350,25,Female,Dubai,Gold,Website,2022-03-12
3352,30,Female,Dubai,Silver,Store,2024-08-04
3353,40,Female,Dubai,Gold,Website,2024-09-07
3354,35,Female,Dubai,Platinum,Website,2022-08-17
3356,30,Male,Dubai,Silver,Store,2021-06-16
3357,25,Female,Dubai,Silver,MobileApp,2022-07-20
3358,55,Male,Dubai,Silver,Store,2025-01-26
3359,30,Male,Dubai,Gold,Store,2025-01-19
3361,20,Female,Sharjah,Gold,MobileApp,2022-12-26
3363,30,Female,Sharjah,Silver,Website,2023-08-06
3366,35,Female,Abu Dhabi,Gold,MobileApp,2025-07-30
3367,40,Male,Abu Dhabi,Gold,MobileApp,2022-07-01
3369,20,Male,Dubai,Silver,Website,2024-04-21
3371,18,Male,Sharjah,Platinum,Store,2021-11-04
3372,25,Female,Abu Dhabi,Silver,MobileApp,2024-09-13
3373,20,Female,Sharjah,Gold,Store,2022-02-25
3374,20,Female,Abu Dhabi,Silver,Website,2024-06-13
3375,20,Female,Sharjah,Silver,MobileApp,2023-04-29
3376,25,Male,Abu Dhabi,Gold,Store,2025-06-01
3378,25,Female,Abu Dhabi,Gold,MobileApp,2022-04-07
3381,25,Female,Sharjah,Gold,Website,2023-07-05
3383,20,Female,Dubai,Silver,Store,2022-03-02
3384,30,Male,Dubai,Gold,Website,2025-06-10
3385,18,Male,Sharjah,Silver,Store,2022-03-10
3387,30,Female,Dubai,Platinum,Website,2023-11-21
3391,55,Female,Sharjah,Silver,Website,2024-04-19
3392,18,Male,Abu Dhabi,Silver,Amazon.ae,2021-02-09
3393,18,Male,Dubai,Silver,Noon,2023-04-21
3394,18,Male,Dubai,Silver,Amazon.ae,2024-12-17
3398,18,Female,Abu Dhabi,Gold,Store,2025-08-21
3400,40,Male,Abu Dhabi,Silver,Store,2024-01-11
3401,25,Male,Sharjah,Gold,Store,2025-08-19
3405,20,Female,Dubai,Gold,MobileApp,2023-01-30
3406,30,Male,Dubai,Silver,Store,2022-12-19
3409,60,Male,Abu Dhabi,Gold,MobileApp,2023-03-11
3410,35,Male,Dubai,Silver,Amazon.ae,2024-08-26
3412,20,Male,Abu Dhabi,Silver,Noon,2025-01-03
3413,25,Male,Sharjah,Silver,Store,2021-06-08
3414,30,Male,Dubai,Silver,Store,2024-02-12
3415,18,Male,Abu Dhabi,Silver,MobileApp,2022-06-20
3416,18,Female,Abu Dhabi,Silver,Store,2021-06-12
3417,35,Female,Abu Dhabi,Silver,MobileApp,2021-10-13
3418,35,Male,Dubai,Silver,Website,2023-05-15
3419,25,Male,Abu Dhabi,Silver,MobileApp,2021-02-24
3421,25,Female,Abu Dhabi,Silver,Website,2021-02-02
3425,18,Female,Sharjah,Platinum,Amazon.ae,2023-03-12
3426,55,Male,Abu Dhabi,Silver,MobileApp,2021-07-15
3427,30,Female,Abu Dhabi,Gold,MobileApp,2022-03-24
3428,35,Male,Dubai,Silver,MobileApp,2025-06-03
3429,25,Female,Dubai,Silver,Website,2023-07-14
3431,20,Male,Abu Dhabi,Silver,Store,2022-08-31
3433,20,Male,Abu Dhabi,Silver,MobileApp,2021-10-13
3434,40,Female,Dubai,Gold,Store,2023-05-24
3439,18,Male,Sharjah,Silver,Store,2025-08-06
3441,25,Female,Abu Dhabi,Silver,Website,2024-09-27
3442,40,Male,Dubai,Silver,Website,2022-07-27
3443,60,Male,Abu Dhabi,Gold,Store,2022-06-19
3452,40,Female,Dubai,Silver,Store,2023-07-02
3454,35,Male,Sharjah,Silver,Store,2023-12-02
3456,30,Female,Dubai,Gold,Store,2021-01-10
3460,18,Male,Dubai,Silver,Store,2021-07-26
3462,20,Female,Dubai,Silver,Store,2022-05-29
3463,25,Female,Abu Dhabi,Silver,Store,2025-05-23
3464,30,Male,Abu Dhabi,Silver,Website,2024-05-18
3468,20,Male,Dubai,Gold,Website,2025-01-19
3470,25,Female,Dubai,Silver,MobileApp,2024-07-25
3472,20,Female,Sharjah,Silver,Store,2025-03-21
3476,60,Female,Sharjah,Platinum,Amazon.ae,2025-08-23
3477,20,Female,Dubai,Silver,MobileApp,2022-10-21
3480,30,Female,Abu Dhabi,Silver,Store,2023-10-25
3482,25,Female,Sharjah,Silver,MobileApp,2025-05-01
3486,30,Male,Abu Dhabi,Silver,Store,2025-03-13
3487,30,Female,Dubai,Gold,Store,2023-03-29
3488,30,Female,Dubai,Platinum,Store,2023-03-05
3491,18,Male,Dubai,Platinum,Store,2022-09-21
3493,40,Male,Dubai,Silver,Store,2024-07-29
3494,30,Male,Dubai,Silver,Noon,2025-09-21
3495,25,Male,Sharjah,Platinum,Website,2025-06-12
3497,30,Male,Dubai,Gold,Store,2022-08-22
3499,35,Female,Abu Dhabi,Silver,Store,2025-04-11
3502,20,Male,Dubai,Platinum,Noon,2024-02-24
3503,25,Female,Dubai,Silver,Website,2025-09-30
3508,18,Female,Abu Dhabi,Silver,Amazon.ae,2025-02-25
3509,30,Male,Dubai,Silver,Noon,2024-09-01
3511,35,Male,Sharjah,Gold,Store,2021-02-21
3512,18,Female,Dubai,Gold,MobileApp,2022-07-18
3513,30,Male,Sharjah,Platinum,Amazon.ae,2024-09-17
3514,50,Male,Abu Dhabi,Gold,Website,2022-05-14
3515,20,Male,Sharjah,Silver,Store,2023-09-04
3517,18,Male,Dubai,Platinum,Store,2024-12-04
3520,25,Male,Dubai,Gold,Store,2025-05-04
3524,18,Male,Dubai,Gold,Amazon.ae,2022-07-10
3525,45,Male,Abu Dhabi,Gold,MobileApp,2024-08-08
3527,45,Female,Sharjah,Silver,MobileApp,2024-06-24
3528,30,Female,Dubai,Silver,Amazon.ae,2021-08-07
3529,40,Male,Dubai,Gold,Amazon.ae,2022-06-18
3532,50,Male,Dubai,Silver,Store,2025-02-04
3533,30,Female,Sharjah,Platinum,Store,2024-10-05
3534,20,Female,Dubai,Silver,Noon,2021-02-13
3536,20,Female,Sharjah,Silver,Amazon.ae,2021-09-03
3537,20,Male,Dubai,Silver,Website,2023-09-14
3538,25,Female,Dubai,Gold,Website,2025-05-28
3539,30,Male,Abu Dhabi,Silver,Store,2023-12-31
3540,30,Male,Dubai,Silver,Store,2025-09-29
3544,18,Female,Dubai,Silver,MobileApp,2025-02-07
3547,20,Male,Dubai,Silver,Store,2023-04-05
3549,25,Male,Dubai,Platinum,Store,2021-06-09
3551,18,Male,Abu Dhabi,Gold,Store,2023-10-02
3553,35,Male,Abu Dhabi,Gold,Amazon.ae,2021-05-18
3555,50,Male,Dubai,Silver,Store,2022-07-07
3556,18,Female,Dubai,Silver,MobileApp,2024-08-19
3557,20,Female,Abu Dhabi,Gold,Website,2022-01-22
3559,30,Female,Dubai,Platinum,Website,2024-09-19
3561,35,Male,Dubai,Gold,Store,2025-04-01
3562,35,Male,Abu Dhabi,Silver,Store,2023-06-06
3563,50,Female,Abu Dhabi,Gold,MobileApp,2022-12-02
3564,60,Female,Dubai,Silver,Website,2025-04-13
3565,35,Female,Abu Dhabi,Silver,Website,2024-04-01
3566,25,Male,Dubai,Silver,Amazon.ae,2023-09-27
3568,18,Male,Sharjah,Silver,MobileApp,2023-12-15
3571,25,Female,Sharjah,Silver,Store,2021-11-01
3573,20,Male,Abu Dhabi,Silver,Noon,2025-04-27
3578,40,Male,Sharjah,Silver,Store,2024-08-31
3579,40,Male,Dubai,Gold,Website,2023-12-09
3583,55,Male,Dubai,Silver,Store,2024-05-19
3584,35,Male,Dubai,Silver,Store,2024-10-27
3586,25,Male,Dubai,Silver,Store,2022-08-20
3587,40,Male,Dubai,Gold,Store,2023-09-05
3590,55,Female,Dubai,Gold,MobileApp,2025-08-25
3593,35,Male,Abu Dhabi,Silver,Website,2021-08-18
3594,35,Female,Dubai,Gold,MobileApp,2024-08-16
3595,30,Male,Abu Dhabi,Gold,Store,2021-06-07
3597,30,Female,Sharjah,Silver,Amazon.ae,2023-07-12
3598,25,Male,Abu Dhabi,Silver,MobileApp,2024-06-24
3600,35,Male,Sharjah,Silver,MobileApp,2024-03-20
3601,35,Male,Sharjah,Platinum,Website,2021-10-26
3603,25,Male,Dubai,Gold,Website,2024-05-31
3604,25,Male,Sharjah,Gold,Store,2023-02-05
3610,45,Female,Sharjah,Silver,Website,2022-03-20
3611,40,Female,Abu Dhabi,Gold,Website,2023-06-24
3612,20,Male,Abu Dhabi,Silver,Website,2023-05-13
3613,55,Male,Abu Dhabi,Gold,Website,2024-03-07
3614,25,Female,Abu Dhabi,Silver,Noon,2023-07-15
3616,18,Male,Sharjah,Silver,Store,2021-10-19
3617,30,Female,Abu Dhabi,Silver,Website,2024-05-18
3618,20,Male,Abu Dhabi,Silver,Website,2025-09-04
3619,20,Female,Abu Dhabi,Gold,Website,2025-09-17
3623,25,Female,Abu Dhabi,Gold,Store,2022-10-25
3625,45,Male,Sharjah,Gold,Store,2024-11-20
3626,40,Male,Dubai,Silver,MobileApp,2024-02-22
3628,35,Female,Sharjah,Gold,Amazon.ae,2023-07-09
3629,50,Male,Dubai,Silver,Store,2023-06-28
3631,25,Female,Dubai,Silver,Website,2021-03-09
3633,35,Male,Abu Dhabi,Gold,Amazon.ae,2021-12-24
3635,20,Male,Sharjah,Silver,Store,2024-10-01
3636,25,Female,Abu Dhabi,Silver,Amazon.ae,2022-06-05
3637,40,Male,Dubai,Platinum,Store,2025-07-19
3639,20,Male,Abu Dhabi,Silver,Store,2022-09-16
